source_id,A_V,A_V_err,A_Ks,A_Ks_err,dustmap_used
6380514358792367232,0.0,0.0,0.0,0.0,none
6343579117515701888,0.0,0.0,0.0,0.0,none
6388014157668558080,0.0,0.0,0.0,0.0,none
2640553319580012416,0.0,0.0,0.0,0.0,none
2391670474561181440,0.0,0.0,0.0,0.0,none
2640348977921037056,0.0,0.0,0.0,0.0,none
2433191886212246784,0.0,0.0,0.0,0.0,none
2640434056928150400,0.0,0.0,0.0,0.0,none
2432393434611921408,0.0,0.0,0.0,0.0,none
6388735338513480064,0.0,0.0,0.0,0.0,none
6386388740181484928,0.0,0.0,0.0,0.0,none
6485480370209220096,0.0,0.0,0.0,0.0,none
6521645472311223168,0.0,0.0,0.0,0.0,none
6386280060329151616,0.0,0.0,0.0,0.0,none
6350112965363619200,0.0,0.0,0.0,0.0,none
3800590554204451712,0.0,0.0,0.0,0.0,none
3899393459350372224,0.0,0.0,0.0,0.0,none
3383405537340380416,0.0,0.0,0.0,0.0,none
3378334482336389760,0.0,0.0,0.0,0.0,none
6825822095663585536,0.0,0.0,0.0,0.0,none
2603090003484152064,0.0,0.0,0.0,0.0,none
2616132101175106816,0.0,0.0,0.0,0.0,none
1797276382668029440,0.0,0.0,0.0,0.0,none
6409848126430574592,0.0,0.0,0.0,0.0,none
6603693881832177792,0.0,0.0,0.0,0.0,none
2207738916728293888,0.0,0.0,0.0,0.0,none
18211043587721088,0.0,0.0,0.0,0.0,none
445204047775833216,0.0,0.0,0.0,0.0,none
3250328209054347264,0.0,0.0,0.0,0.0,none
4901926409210453760,0.0,0.0,0.0,0.0,none
4902014095262270336,0.0,0.0,0.0,0.0,none
3231945508509506176,0.0,0.0,0.0,0.0,none
4764027962957023104,0.0,0.0,0.0,0.0,none
5266270443442455040,0.0,0.0,0.0,0.0,none
5479782647926975360,0.0,0.0,0.0,0.0,none
5208216951043609216,0.0,0.0,0.0,0.0,none
2101992694430576256,0.0,0.0,0.0,0.0,none
6887195533352079616,0.0,0.0,0.0,0.0,none
5995790670410726144,0.0,0.0,0.0,0.0,none
5945104588806333824,0.014809915355396752,5.3315838342581565e-06,0.0011551733977209467,5.924112108854282e-05,Edenhofer
5985290231327197312,0.26965165020403603,0.02955684431420602,0.02103282871591481,0.0025452735542683476,Edenhofer
3385237181976223104,0.0,0.0,0.0,0.0,none
1905055700744817024,0.0,0.0,0.0,0.0,none
4602078902438063488,0.0,0.0,0.0,0.0,none
1950040638449191424,0.03737775825588691,2.0026852887059396e-06,0.002915465143959179,0.00014951111462751325,Edenhofer
964064748856974464,0.0,0.0,0.0,0.0,none
1941126622803033984,0.03270151429485163,2.0023981521120135e-06,0.002550718114998427,0.000130806150425806,Edenhofer
