"moca_oid","GaiaDR3_ID","twomass_id","moca_aid","moca_mtid","designation","ra","dec","spectral_type","banyan_prob","gmag","rmag","bmag","parallax_mas","prot_days","age_string_myr","age_myr","age_myr_unc","age_myr_unc_pos","age_myr_unc_neg"
104882,443632055387911936,"03414525+5141550","APER","HM","Gaia DR2 443632055387911936",55.4387088,51.6984923,"(M2.5)",99.992,15.179,14.037,16.546,5.813610076904297,0.325,"79 +1.5/-2.3",79,1.9,1.5,2.3
108574,454326214719659008,"02433259+5449497","APER","CM","Gaia DR2 454326210416479616",40.8860193,54.8303881,"(M2.6)",,15.176,14.031,16.519,5.905300140380859,1.492,"79 +1.5/-2.3",79,1.9,1.5,2.3
107919,452553355299049984,"02302327+5335126","APER","CM","Gaia DR2 452553355299049984",37.597182,53.58676,"(M2.6)",,15.446,14.298,16.807,5.564169883728027,5.525599956512451,"79 +1.5/-2.3",79,1.9,1.5,2.3
104446,439718962223158272,"03075758+5024365","APER","HM","Gaia DR2 439718962223158272",46.990087782447,50.4100484985099,"(M2.6)",,15.355,14.204,16.723,5.634650230407715,4.108,"79 +1.5/-2.3",79,1.9,1.5,2.3
58948,249216168846376448,"03284874+4820248","APER","HM","Gaia DR2 249216168846376448",52.2032422,48.34012,"(M2.7)",99.994,15.464,14.312,16.855,5.763390064239502,2.946,"79 +1.5/-2.3",79,1.9,1.5,2.3
103421,435278343996248704,"03200096+4745302","APER","HM","Gaia DR2 435278343996248704",50.0041316,47.7583139,"(M2.7)",99.9941,15.57,14.415,16.998,5.694699764251709,2.846,"79 +1.5/-2.3",79,1.9,1.5,2.3
104655,441663998293948544,"03232271+4929395","APER","HM","Gaia DR2 441663998293948544",50.8448111,49.4942337,"(M2.7)",,15.29,14.135,16.669,5.786479949951172,0.404,"79 +1.5/-2.3",79,1.9,1.5,2.3
58391,243086494599578240,"03244806+4713088","APER","HM","Gaia DR2 243086494599578240",51.2003909,47.2190205,"(M2.8)",99.9923,15.48,14.319,16.889,5.798799991607666,1.002,"79 +1.5/-2.3",79,1.9,1.5,2.3
58606,245073999307152384,"03544358+4634491","APER","HM","Gaia DR2 245073999307152384",58.6817399,46.580207,"(M2.8)",99.9617,15.394,14.232,16.806,5.6454901695251465,0.304,"79 +1.5/-2.3",79,1.9,1.5,2.3
104569,441451895628606848,"03251099+4904165","APER","HM","Gaia DR2 441451895628606848",51.2959973,49.0711478,"(M2.8)",99.9948,15.448,14.284,16.862,5.984920024871826,0.7286289930343628,"79 +1.5/-2.3",79,1.9,1.5,2.3
104805,442673968442584832,"03250721+5111365","APER","HM","Gaia DR2 442673968442584832",51.2802062,51.1933372,"(M2.8)",99.9926,15.503,14.338,16.943,5.791709899902344,0.467,"79 +1.5/-2.3",79,1.9,1.5,2.3
58878,249021830165042816,"03354449+4803592","APER","HM","Gaia DR2 249021830165042816",53.9355415904012,48.0663479535564,"(M2.8)",99.9936,15.44,14.275,16.86,5.894999980926514,1.36,"79 +1.5/-2.3",79,1.9,1.5,2.3
57566,231910577378823168,"03595422+4431408","APER","CM","Gaia DR2 231910577378823168",59.9760712,44.5278718,"(M2.9)",,15.144,13.977,16.565,6.539340019226074,1.896,"79 +1.5/-2.3",79,1.9,1.5,2.3
103714,436723205354481408,"03133687+5007152","APER","HM","Gaia DR2 436723205354481408",48.4037869,50.1207798,"(M2.9)",99.9925,15.634,14.462,17.095,5.581409931182861,1.63,"79 +1.5/-2.3",79,1.9,1.5,2.3
58900,249111302925370368,"03280049+4734564","APER","HM","Gaia DR2 249111302925370368",52.0021985,47.5822196,"(M3.0)",99.9879,15.602,14.426,17.07,5.746769905090332,1.769,"79 +1.5/-2.3",79,1.9,1.5,2.3
104657,441668843016998912,"03230644+4938053","APER","HM","Gaia DR2 441668843016998912",50.7770101799187,49.6347108003552,"(M3.0)",99.995,15.654,14.474,17.027,5.869500160217285,2.023,"79 +1.5/-2.3",79,1.9,1.5,2.3
57357,230218978737444736,"03562189+4120118","APER","CM","Gaia DR2 230218978737444736",59.0913269,41.3365028,"(M3.0)",99.9747,15.831,14.65,17.29,5.4310197830200195,1.971,"79 +1.5/-2.3",79,1.9,1.5,2.3
103452,435361941239324416,"03230978+4814426","APER","HM","Gaia DR2 435361941239324416",50.7908998508041,48.2450841963014,"(M3.1)",99.9818,15.709,14.526,17.198,5.768380165100098,0.755,"79 +1.5/-2.3",79,1.9,1.5,2.3
104676,441732339814641408,"03213832+4948558","APER","HM","Gaia DR2 441732335512486400",50.409848,49.8154317,"(M3.1)",99.9927,15.577,14.393,17.026,5.876890182495117,2.895,"79 +1.5/-2.3",79,1.9,1.5,2.3
58941,249205036290763136,"03281289+4819572","APER","HM","Gaia DR2 249205036290763136",52.0538519,48.3324585,"(M3.1)",,15.646,14.462,17.147,5.848949909210205,0.251,"79 +1.5/-2.3",79,1.9,1.5,2.3
104787,442555358625377024,"03180446+5019485","APER","HM","Gaia DR2 442555358625377024",49.5187488,50.3300398,"(M3.1)",99.9927,15.698,14.513,17.19,5.7386698722839355,2.448,"79 +1.5/-2.3",79,1.9,1.5,2.3
103391,435096924580530176,"03105524+4713540","APER","HM","Gaia DR2 435096924580530176",47.7303342,47.2315827,"(M3.2)",99.989,15.813,14.624,17.304,5.438889980316162,1.607,"79 +1.5/-2.3",79,1.9,1.5,2.3
58366,242877690469014528,"03263684+4656504","APER","HM","Gaia DR2 242877690469014528",51.6536156,46.9472223,"(M3.3)",99.9926,15.924,14.724,17.456,6.033820152282715,0.975,"79 +1.5/-2.3",79,1.9,1.5,2.3
104217,437974071628527232,"02530836+4935168","APER","HM","Gaia DR2 437974071628527232",43.2850397,49.5879201,"(M3.3)",99.9944,15.852,14.649,17.402,5.737229824066162,4.707,"79 +1.5/-2.3",79,1.9,1.5,2.3
58893,249077557363306368,"03355563+4826419","APER","HM","Gaia DR2 249077557363306368",53.981966,48.4448891,"(M3.4)",99.976,15.943,14.734,17.496,5.709390163421631,1.237,"79 +1.5/-2.3",79,1.9,1.5,2.3
104643,441640668031763584,"03223274+4911166","APER","HM","Gaia DR2 441640668031763584",50.636650025526,49.1878816606587,"(M3.5)",99.9916,16.143,14.931,17.716,5.619410037994385,1.412,"79 +1.5/-2.3",79,1.9,1.5,2.3
57359,230230523609558016,"03551746+4120078","APER","CM","Gaia DR2 230230523609558016",58.8228785,41.3353868,"(M3.5)",,15.792,14.579,17.343,6.828949928283691,1.084439992904663,"79 +1.5/-2.3",79,1.9,1.5,2.3
103418,435250169011098496,"03163980+4719415","APER","CM","Gaia DR2 435250169011098496",49.1660516,47.3281015,"(M3.5)",,15.792,14.579,17.356,6.64408016204834,0.6808739900588989,"79 +1.5/-2.3",79,1.9,1.5,2.3
104609,441519137638296576,"03283600+4925096","APER","HM","Gaia DR2 441519137638296576",52.1501529,49.419265,"(M3.5)",,15.883,14.67,17.408,5.6811299324035645,0.346,"79 +1.5/-2.3",79,1.9,1.5,2.3
104044,437601096669764736,"02593561+4812193","APER","HM","Gaia DR2 437601096669764736",44.8985928,48.2052885,"(M3.5)",99.9876,16.248,15.034,17.807,5.597609996795654,1.998,"79 +1.5/-2.3",79,1.9,1.5,2.3
103658,436466778627893248,"03175399+4928248","APER","HM","Gaia DR2 436466778627893248",49.4751476,49.4734664,"(M3.6)",99.9927,16.204,14.984,17.774,5.614739894866943,1.535,"79 +1.5/-2.3",79,1.9,1.5,2.3
58730,247586005420253568,"04080686+5014473","APER","HM","Gaia DR2 247586005420253568",62.0286712,50.2463274,"(M3.7)",99.9792,16.618,15.392,18.258,5.854380130767822,0.93,"79 +1.5/-2.3",79,1.9,1.5,2.3
104740,442061540465390464,"03372743+5039543","APER","HM","Gaia DR2 442061540465390464",54.3644473,50.6649682,"(M3.7)",99.9833,16.238,15.006,17.879,5.881869792938232,0.495,"79 +1.5/-2.3",79,1.9,1.5,2.3
104870,443512071181546880,"03324110+5337599","APER","HM","Gaia DR2 443512066880959360",53.171427,53.633202,"(M3.7)",99.9906,16.079,14.847,17.718,6.338789939880371,1.514,"79 +1.5/-2.3",79,1.9,1.5,2.3
104500,440958249267343232,,"APER","HM","Gaia DR2 440958249267343232",45.8516749789646,52.5242192676114,"(M3.8)",99.9927,16.109,14.873,17.622,6.108749866485596,1.235,"79 +1.5/-2.3",79,1.9,1.5,2.3
58420,243171706750419200,,"APER","HM","Gaia DR2 243171706750419200",51.6227168,47.758138,"(M3.8)",99.9901,16.639,15.402,18.307,5.596189975738525,1.016,"79 +1.5/-2.3",79,1.9,1.5,2.3
58022,233593860965180928,"04065767+4556442","APER","CM","Gaia DR2 233593860965180928",61.7404703,45.9454811,"(M3.9)",,15.985,14.744,17.652,6.585629940032959,1.362,"79 +1.5/-2.3",79,1.9,1.5,2.3
59119,251387120195665152,"03445327+5102598","APER","HM","Gaia DR2 251387120195665152",56.2221353729372,51.0498754985166,"(M3.9)",99.9566,16.503,15.257,18.167,5.2147297859191895,0.337,"79 +1.5/-2.3",79,1.9,1.5,2.3
58361,242815877300228224,"03292084+4630455","APER","HM","Gaia DR2 242815877300228224",52.3369876,46.5125535,"(M5.5)",99.9924,16.162,14.925,17.805,5.669569969177246,0.437,"79 +1.5/-2.3",79,1.9,1.5,2.3
104483,440659456984277760,"02533816+5134228","APER","HM","Gaia DR2 440659456984277760",43.4091562,51.5729434,"(M5.5)",,14.949,13.862,16.17,5.558770179748535,0.298,"79 +1.5/-2.3",79,1.9,1.5,2.3
104795,442601194515899264,"03211219+5059081","APER","HM","Gaia DR2 442601194515899264",50.3009264,50.9855019,"(M5.5)",99.9953,15.953,14.739,17.525,5.7908501625061035,0.453,"79 +1.5/-2.3",79,1.9,1.5,2.3
103365,434759065273696256,"03144376+4609135","APER","HM","Gaia DR2 434759065272591232",48.6825038,46.1536262,"(M5.5)",99.9406,14.759,13.672,15.959,5.8710198402404785,1.003,"79 +1.5/-2.3",79,1.9,1.5,2.3
58956,249253204344052096,"03322029+4824523","APER","HM","Gaia DR2 249253204344052096",53.0846761,48.4144784,"(M5.5)",99.968,15.716,14.543,17.105,5.24459981918335,1.206,"79 +1.5/-2.3",79,1.9,1.5,2.3
104678,441733508044053248,"03220904+4950526","APER","HM","Gaia DR2 441733508044053248",50.5378237,49.8478814,"(M5.5)",99.9918,16.068,14.876,17.584,5.478000164031982,2.535,"79 +1.5/-2.3",79,1.9,1.5,2.3
103615,436339613235900288,"03140172+4847477","APER","HM","Gaia DR2 436339613235900288",48.5073733,48.7964774,"(M5.6)",99.9916,16.317,15.057,18.058,6.063930034637451,0.817,"79 +1.5/-2.3",79,1.9,1.5,2.3
104450,439807709128929536,"03104939+5040261","APER","HM","Gaia DR2 439807709128929536",47.7060055,50.6738393,"(M5.6)",99.9955,16.299,15.069,17.882,5.827939987182617,0.969,"79 +1.5/-2.3",79,1.9,1.5,2.3
103472,435418256850317696,"03240597+4831278","APER","HM","Gaia DR2 435418256850317696",51.025121,48.5242916,"(M5.6)",99.9956,15.957,14.741,17.519,5.846049785614014,0.802,"79 +1.5/-2.3",79,1.9,1.5,2.3
103485,435447840586828800,"03152806+4734048","APER","HM","Gaia DR2 435447840586828800",48.8670989,47.5679061,"(M5.6)",99.9941,16.142,14.92,17.74,5.7799201011657715,0.464,"79 +1.5/-2.3",79,1.9,1.5,2.3
58851,248888789258269824,"03333217+4731512","APER","CM","Gaia DR2 248888789258269824",53.3841376,47.5308132,"(M5.6)",99.9678,15.94,14.768,17.388,5.041369915008545,2.692,"79 +1.5/-2.3",79,1.9,1.5,2.3
58632,245420070591755904,"03512931+4735036","APER","HM","Gaia DR2 245420070591755904",57.8722162,47.5842403,"(M5.6)",99.9676,15.788,14.609,17.245,5.7499799728393555,1.286,"79 +1.5/-2.3",79,1.9,1.5,2.3
58399,243105942211695232,"03273986+4729275","APER","HM","Gaia DR2 243105942211695232",51.9162505,47.4908508,"(M5.6)",99.9899,15.637,14.453,17.109,5.782350063323975,1.975,"79 +1.5/-2.3",79,1.9,1.5,2.3
104758,442269794840563584,"03294049+5059236","APER","HM","Gaia DR2 442269794840563584",52.4188595,50.9898425,"(M5.6)",99.9614,15.068,13.978,16.308,5.690219879150391,3.605,"79 +1.5/-2.3",79,1.9,1.5,2.3
104526,441370600488018048,"03250993+4823392","APER","HM","Gaia DR2 441370600488018048",51.291503,48.3941284,"(M5.6)",99.9239,15.946,14.722,17.527,5.825459957122803,0.361,"79 +1.5/-2.3",79,1.9,1.5,2.3
58985,249368141968881152,"03334237+4922251","APER","HM","Gaia DR2 249368141968881152",53.4267124,49.3735028,"(M5.7)",99.992,16.567,15.332,18.229,5.967259883880615,0.655,"79 +1.5/-2.3",79,1.9,1.5,2.3
59030,249812756982996992,"03402264+4954475","APER","HM","Gaia DR2 249812756982996992",55.0944546,49.913112,"(M5.7)",99.9822,15.396,14.257,16.753,5.481070041656494,1.293,"79 +1.5/-2.3",79,1.9,1.5,2.3
58890,249061893619443200,"03334879+4812588","APER","HM","Gaia DR2 249061893619443200",53.4534181,48.2162474,"(M5.7)",99.9846,16.561,15.33,18.241,5.697959899902344,0.541,"79 +1.5/-2.3",79,1.9,1.5,2.3
58374,242928474163931776,"03222776+4613305","APER","HM","Gaia DR2 242928474163931776",50.6158223,46.225015,"(M5.7)",99.901,15.491,14.33,16.882,5.492239952087402,1.219,"79 +1.5/-2.3",79,1.9,1.5,2.3
103405,435166503048736000,"03182654+4648017","APER","HM","Gaia DR2 435166503048736000",49.6107614,46.8004039,"(M5.7)",99.9932,16.358,15.147,17.94,5.741950035095215,1.3941199779510498,"79 +1.5/-2.3",79,1.9,1.5,2.3
58501,243800008926727936,"03543148+4406266","APER","CM","Gaia DR2 243800008926727936",58.6312875,44.1072631,"(M5.7)",,15.7,14.486,17.272,6.663479804992676,2.99,"79 +1.5/-2.3",79,1.9,1.5,2.3
58017,233461575969830528,"04034487+4518494","APER","HM","Gaia DR2 233461575969830528",60.9371167,45.3135884,"(M5.7)",,15.31,14.181,16.629,5.662390232086182,2.069,"79 +1.5/-2.3",79,1.9,1.5,2.3
103530,435689252108228864,"03192494+4859402","APER","HM","Gaia DR2 435689247809089664",49.8540843,48.9943906,"(M5.7)",99.9853,16.11,14.888,17.708,6.00531005859375,0.957,"79 +1.5/-2.3",79,1.9,1.5,2.3
104695,441781955276048256,"03264086+4957348","APER","HM","Gaia DR2 441781955276048256",51.6704535,49.9595612,"(M5.7)",99.9933,15.821,14.628,17.349,5.861400127410889,1.762,"79 +1.5/-2.3",79,1.9,1.5,2.3
58118,237372332670849920,"03343813+4143469","APER","CM","Gaia DR2 237372332669785856",53.6590133,41.7295886,"(M5.7)",,16.237,15.008,17.852,6.8225998878479,1.1934399604797363,"79 +1.5/-2.3",79,1.9,1.5,2.3
58658,245985047769789440,"04044747+4741269","APER","HM","Gaia DR2 245985047769789440",61.1979664,47.6907018,"(M5.7)",99.9899,16.348,15.111,18.008,6.202280044555664,0.719,"79 +1.5/-2.3",79,1.9,1.5,2.3
58871,248994582892625920,"03351885+4756050","APER","HM","Gaia DR2 248994582892625920",53.8287067,47.9346404,"(M5.7)",63.635,15.302,14.158,16.664,5.691219806671143,2.568,"79 +1.5/-2.3",79,1.9,1.5,2.3
108024,452874103455279488,"02501331+5316431","APER","HM","Gaia DR2 452874103455279488",42.5556452,53.2785462,"(M5.8)",99.9952,15.087,13.957,16.403,5.603429794311523,0.274,"79 +1.5/-2.3",79,1.9,1.5,2.3
103515,435640736156323200,"03201212+4856412","APER","HM","Gaia DR2 435640736156323200",50.0506638,48.9446947,"(M5.8)",99.9406,15.416,14.245,16.844,5.853670120239258,1.604,"79 +1.5/-2.3",79,1.9,1.5,2.3
58909,249136729131553792,"03283812+4755253","APER","HM","Gaia DR2 249136729131553792",52.1590628,47.9236075,"(M5.8)",99.9932,16.33,15.096,17.967,5.6591901779174805,0.869,"79 +1.5/-2.3",79,1.9,1.5,2.3
105628,447270442443623040,"03034345+5348234","APER","HM","Gaia DR2 447270442443623040",45.9312458,53.8064252,"(M5.8)",99.99,15.488,14.368,16.802,5.368810176849365,2.149,"79 +1.5/-2.3",79,1.9,1.5,2.3
58142,237656625142801152,"03260816+4102452","APER","HM","Gaia DR2 237656625142801152",51.5341693,41.0457426,"(M5.8)",,16.114,14.881,17.758,6.565249919891357,1.055,"79 +1.5/-2.3",79,1.9,1.5,2.3
103717,436743958636407552,"03150007+5008234","APER","HM","Gaia DR2 436743958636407552",48.7504734,50.1397435,"(M5.8)",99.9944,16.271,15.055,17.863,5.691510200500488,3.17,"79 +1.5/-2.3",79,1.9,1.5,2.3
58314,242053950101197184,"03303323+4610272","APER","CM","Gaia DR2 242053950101197184",52.6386027,46.1741354,"(M5.8)",99.7741,15.491,14.311,16.948,6.6725897789001465,1.971,"79 +1.5/-2.3",79,1.9,1.5,2.3
103482,435440483302187904,"03225419+4849446","APER","HM","Gaia DR2 435440483302187904",50.7260143,48.8289459,"(M5.8)",99.969,16.433,15.17,18.192,6.366680145263672,0.484,"79 +1.5/-2.3",79,1.9,1.5,2.3
58619,245261878355732096,"03450486+4638258","APER","HM","Gaia DR2 245261878355732096",56.2704027,46.6404113,"(M5.8)",99.9849,16.168,14.945,17.799,6.219669818878174,1.457,"79 +1.5/-2.3",79,1.9,1.5,2.3
104535,441394789743992064,"03274858+4847186","APER","HM","Gaia DR2 441394789743992064",51.9526239,48.788401,"(M5.8)",99.901,16.005,14.808,17.545,6.02515983581543,0.489,"79 +1.5/-2.3",79,1.9,1.5,2.3
58967,249307187793232768,"03333534+4902133","APER","HM","Gaia DR2 249307187793232768",53.3974007,49.0369561,"(M5.8)",99.9907,15.78,14.606,17.237,5.630809783935547,1.211,"79 +1.5/-2.3",79,1.9,1.5,2.3
104831,442927508952649344,"03210639+5141411","APER","HM","Gaia DR2 442927508952649344",50.2768383,51.6946542,"(M5.8)",99.9944,16.572,15.334,18.222,5.8425397872924805,0.495,"79 +1.5/-2.3",79,1.9,1.5,2.3
103693,436564910039067520,"03161765+5019084","APER","HM","Gaia DR2 436564910039067520",49.0737182,50.3189,"(M5.8)",99.9949,16.143,14.919,17.755,5.699540138244629,0.949,"79 +1.5/-2.3",79,1.9,1.5,2.3
58609,245128631291349376,"03512245+4651572","APER","HM","Gaia DR2 245128631291349376",57.8436555,46.8658176,"(M5.8)",99.9898,16.005,14.795,17.551,5.915480136871338,2.999,"79 +1.5/-2.3",79,1.9,1.5,2.3
104673,441724918111172736,"03211479+4940543","APER","HM","Gaia DR2 441724913808888448",50.3117909,49.6816424,"(M5.9)",99.9937,16.805,15.556,18.444,5.572420120239258,0.55,"79 +1.5/-2.3",79,1.9,1.5,2.3
103655,436456848663041536,"03165087+4930057","APER","HM","Gaia DR2 436456848663041536",49.2121678,49.5014833,"(M5.9)",99.994,16.558,15.344,18.172,5.662650108337402,0.591,"79 +1.5/-2.3",79,1.9,1.5,2.3
104768,442414346259448320,"03325598+5150459","APER","HM","Gaia DR2 442414346259448320",53.2334221,51.8460145,"(M5.9)",99.8659,15.23,14.104,16.562,5.751440048217773,6.972,"79 +1.5/-2.3",79,1.9,1.5,2.3
103724,436759729755926400,"03163264+5035125","APER","HM","Gaia DR2 436759729755926400",49.1362235,50.5866861,"(M5.9)",99.9947,16.272,15.036,17.94,5.85536003112793,1.521,"79 +1.5/-2.3",79,1.9,1.5,2.3
58803,248334085642021888,"03430461+4708226","APER","HM","Gaia DR2 248334085642021888",55.7693832,47.1395032,"(M5.9)",99.9912,15.782,14.573,17.324,5.884890079498291,0.15,"79 +1.5/-2.3",79,1.9,1.5,2.3
58414,243157550538353024,"03240337+4737051","APER","HM","Gaia DR2 243157550538353024",51.0142341,47.6180307,"(M5.9)",99.9821,16.093,14.869,17.718,5.9087700843811035,2.535,"79 +1.5/-2.3",79,1.9,1.5,2.3
104447,439722604355413504,"03070056+5029201","APER","HM","Gaia DR2 439722604355413504",46.752502,50.4888237,"(M5.9)",99.995,16.47,15.253,18.087,5.804080009460449,0.684,"79 +1.5/-2.3",79,1.9,1.5,2.3
103478,435436536231088256,"03230655+4844168","APER","HM","Gaia DR2 435436536231088256",50.7774281,48.7378988,"(M5.9)",99.9937,16.434,15.222,18.009,5.532859802246094,0.318,"79 +1.5/-2.3",79,1.9,1.5,2.3
104454,439949103750980864,"03033705+5040587","APER","HM","Gaia DR2 439949103750980864",45.9046377,50.6828612,"(M5.9)",99.9933,16.472,15.205,18.221,5.928689956665039,1.007,"79 +1.5/-2.3",79,1.9,1.5,2.3
58908,249136694771821184,"03283506+4755042","APER","HM","Gaia DR2 249136694771821184",52.1462716,47.9177328,"(M5.9)",99.9682,16.146,14.925,17.757,5.7353901863098145,2.692,"79 +1.5/-2.3",79,1.9,1.5,2.3
104311,438894775177284096,"02411943+4929497","APER","HM","Gaia DR2 438894775177284096",40.3311485,49.4970349,"(M6.0)",99.9912,15.71,14.514,17.239,6.143980026245117,0.402,"79 +1.5/-2.3",79,1.9,1.5,2.3
104571,441452239225969152,"03250326+4906424","APER","HM","Gaia DR2 441452239225969152",51.2636994,49.1117042,"(M6.0)",99.8943,15.69,14.5,17.193,5.812389850616455,0.467,"79 +1.5/-2.3",79,1.9,1.5,2.3
58853,248892568829466624,"03332423+4738190","APER","HM","Gaia DR2 248892568829466624",53.351083,47.6385284,"(M6.0)",99.992,16.166,14.949,17.754,5.759809970855713,0.956,"79 +1.5/-2.3",79,1.9,1.5,2.3
104707,441833975919663232,"03274905+5031521","APER","HM","Gaia DR2 441833975919663232",51.9545464,50.5310399,"(M6.0)",99.9927,15.919,14.705,17.487,5.769209861755371,2.396,"79 +1.5/-2.3",79,1.9,1.5,2.3
103423,435289613991362304,"03175452+4747073","APER","HM","Gaia DR2 435289613991362304",49.477344,47.7852173,"(M6.0)",99.9916,15.727,14.534,17.208,5.97396993637085,2.692,"79 +1.5/-2.3",79,1.9,1.5,2.3
58335,242493789115621248,"03182876+4511095","APER","HM","Gaia DR2 242493789115621248",49.6200026,45.1858556,"(M6.0)",99.9912,15.602,14.417,17.037,5.84266996383667,0.6854060292243958,"79 +1.5/-2.3",79,1.9,1.5,2.3
104540,441402795562969728,"03281336+4856154","APER","HM","Gaia DR2 441402795562969728",52.0558474,48.937516,"(M6.0)",99.9904,16.276,15.021,17.998,6.027490139007568,0.885,"79 +1.5/-2.3",79,1.9,1.5,2.3
104590,441493058594758400,"03263666+4938129","APER","HM","Gaia DR2 441493058594758400",51.6529044,49.636836,"(M6.0)",99.928,16.123,14.885,17.732,5.8157501220703125,0.287,"79 +1.5/-2.3",79,1.9,1.5,2.3
58756,247918332806624896,"03392971+4626460","APER","HM","Gaia DR2 247918332806624896",54.8739428,46.4460213,"(M6.0)",93.3362,15.569,14.4,17.001,6.059790134429932,2.373,"79 +1.5/-2.3",79,1.9,1.5,2.3
104436,439572555379925888,"03022445+5030071","APER","HM","Gaia DR2 439572551079483520",45.6020738,50.5018702,"(M6.0)",99.9939,16.646,15.39,18.361,5.843050003051758,0.443,"79 +1.5/-2.3",79,1.9,1.5,2.3
104674,441726842254931712,"03203173+4939597","APER","HM","Gaia DR2 441726842254931712",50.1323656,49.6664948,"(M6.0)",99.9944,16.743,15.51,18.414,5.638000011444092,0.631,"79 +1.5/-2.3",79,1.9,1.5,2.3
58471,243544372472604416,"03450715+4339355","APER","HM","Gaia DR2 243544372472604416",56.2798949,43.6597563,"(M6.0)",99.982,16.159,14.933,17.791,5.464710235595703,1.512,"79 +1.5/-2.3",79,1.9,1.5,2.3
