catalog,gaiadr3_id,star_name,ra,dec,parallax,source_paper,likely_mdwarf,BPRP0
cf_rotator_catalog,3051555267168540032,,105.84042121847963,-8.376750432544378,0.3603610086835968,,True,2.1328075713702397
cf_rotator_catalog,3051561005245014528,,105.76322773298432,-8.398199030774977,0.0073423854113574,,True,3.581521476282098
cf_rotator_catalog,3051561486281500800,,105.69279098139594,-8.411219385375329,1.2407915068770066,,True,2.2264375452397216
cf_rotator_catalog,3051563376071398016,,105.62797236247305,-8.375801225058584,1.3180475122341415,,True,2.067718895700108
cf_rotator_catalog,3051569560819456512,,105.88585745661332,-8.2589641240309,1.690687996656563,,True,1.7420568686149875
cf_rotator_catalog,3051593853156610048,,105.988008816691,-8.181938695448565,-0.0092273980934191,,True,2.33019793669275
cf_rotator_catalog,3052318323944016000,,105.49206889047448,-8.22573030789893,1.4663510839200835,,True,2.1099470615166025
cf_rotator_catalog,3052319221598540928,,105.4107036677063,-8.272011408473938,2.4918302530522554,,True,2.387958872258618
cf_rotator_catalog,3052323168669334528,,105.44685581966128,-8.131628207938716,0.1455729734432537,,True,2.3505146968915605
cf_rotator_catalog,3426268035345356544,,92.25449724270328,24.286593770927723,1.146830881748401,,False,0.2672922213655379
cf_rotator_catalog,3050040518106686976,,105.73815636819783,-8.653892513324779,0.8730982760142334,,True,1.5699397025112267
cf_rotator_catalog,3050813715299193856,,105.43345199846596,-8.372011448355368,1.2159846551273714,,True,1.9682958729762192
cf_rotator_catalog,3051546333637204864,,105.71221120035776,-8.530353872035597,-0.9048857994231204,,True,2.1079244456457005
cf_rotator_catalog,3051546677234452864,,105.74469582697512,-8.525551090236123,1.443702385336347,,True,2.3393088739847876
cf_rotator_catalog,3051555469031886976,,105.92165972557368,-8.367044848063806,0.5505373411699699,,True,2.4264493647912575
cf_rotator_catalog,3051557363114887168,,105.93554549268032,-8.31751436580622,1.530852571419596,,True,1.5163111339889206
cf_rotator_catalog,3051558703143000576,,105.64443823594114,-8.466651070204016,1.5737738187654045,,True,1.9875235907288753
cf_rotator_catalog,3051559527776724096,,105.61904055255776,-8.449444668419552,0.7050985302759308,,True,2.4471132340030097
cf_rotator_catalog,3051561864238601088,,105.65911767603988,-8.373759715509046,0.517604587297351,,True,2.2611640731810145
cf_rotator_catalog,3051565059694276992,,105.62964019267972,-8.354192768372878,1.1786979931709032,,True,2.456191821687932
cf_rotator_catalog,3051566056126567680,,105.63704301694968,-8.307796696826138,0.7594886581112398,,True,2.083114464151026
cf_rotator_catalog,3051566464148221056,,105.6591569880575,-8.28987277258392,-0.3787402764556327,,True,2.6690775495130543
cf_rotator_catalog,3051568530027475840,,105.79405294033089,-8.293245457877157,1.1472988385848188,,True,2.211894446537858
cf_rotator_catalog,3051568564387257216,,105.75802255343798,-8.29223876918419,0.5545163063968573,,True,1.9783057671791764
cf_rotator_catalog,3051570454172604928,,105.897881529855,-8.227140786908624,-0.3114863865168111,,True,2.2841877087994495
cf_rotator_catalog,3052315540805041664,,105.47315237005358,-8.3062166486054,0.6430701895069697,,True,1.8242522580869407
